nomeLocalidade;estado;Cidade tem Aluno;Probabilidade;População residente;Densidade demográfica;Porcentagem de Jovens;Porcentagem de Ativos;Porcentagem de Idosos;Taxa de Urbanização;Taxa de Saneamento Básico;Ativos com Baixo Nível Educacional;Ativos com Médio Nível Educacional;Ativos com Alto Nível Educacional;Percentual de estrangeiros ao total de Trabalhadores;PIB Municipal;Estudantes Ensino primário;Estudantes Ensino secundário;Estudantes Ensino superior;Óbitos até 1 ano de idade por milhares de habitantes;Óbitos por milhares de habitantes;Nascidos por milhares de habitantes;Hospitais por milhares de habitantes;Médicos por milhares de habitantes;% de pobres;IDH;Percentual de trabalhadores especializados;Valores de Importação por 10,000 habitantes;Valores de Exportação por 10,000 habitantes;Número de hotéis por 10,000 habitantes;Percentual de empresas do setor primário em relação ao total;Percentual de empresas do setor secundário em relação ao total;Percentual de empresas do setor terciário em relação ao total;Percentual de trabalhadores do setor primário em relação ao total;Percentual de trabalhadores do setor secundário em relação ao total;Percentual de trabalhadores do setor terciário em relação ao total;Média Salarial;Produtividade;Taxa de desemprego dos jovens;Taxa de desemprego;Número de trabalhadores(Comerciais, hotéis e restaurantes) por 1,000 habitantes;Número de ativos culturais e de lazer por 10,000 habitantes
jenipapo dos vieiras;Maranhão;Não;1,3923752e-06;-0,08651781;-2,3183327;-0,6936342;-0,87883663;-0,053500857;0,09318831;-0,35445789;-0,44236752;-0,96622413;-0,8626262;-0,44883972;-0,16685303;-0,16756855;-0,18213695;-0,9430024;-0,43003064;0,36495963;-0,2695474;-1,1327267;-0,2007984;-0,184456;-0,21274324;0,51878726;-0,37242422;-0,11798151;0,058023565;-0,64703214;-0,08986061;-0,4095829;-0,61864096;-0,11532392;0,42219603;-0,57635295;-0,3002337;-0,015540856;-0,33561903;0,32719952;0,034739207
japi;Rio Grande do Norte;Não;1,3910056e-06;-0,15397967;-2,6081426;-0,80151355;-0,9987767;-0,091619246;0,075373635;0,22434838;-0,44332102;-1,2489873;-1,0239898;-0,46017432;-0,3005746;-0,18212599;-0,22081168;-1,1300408;-0,09779779;0,21760312;0,2679121;-1,2803203;-0,21804793;-0,20320523;-0,22551884;0,47544473;-0,34717998;-0,14824907;0,064897016;-0,75411916;-0,070227146;0,10856457;-0,7076701;-0,17320615;0,41186145;-0,6179503;-0,32737353;-0,0051277857;-0,15294394;0,3341564;0,03715141
josé de freitas;Piauí;Não;1,3877209e-06;-0,1385988;-2,6760793;-0,8037323;-0,9926272;-0,11648846;0,07825862;-0,35066187;-0,44254732;-1,2100514;-1,0352378;-0,5113386;-0,32367176;-0,2030301;-0,17654651;-1,0844077;-0,17619485;0,22482693;0,25800312;-1,440529;-0,19822125;-0,22251004;-0,29954892;0,4381338;-0,3902414;-0,18262438;0,075551406;0,07469808;-0,041050576;-0,50650436;-0,15349633;-0,12081281;0,3556985;-0,54447085;-0,34579882;0,030173339;0,00021965406;0,33932698;0,034083072
nova olinda do norte;Amazonas;Não;1,3846486e-06;-0,13815093;-2,3890731;-0,80570424;-1,0495919;-0,19875467;0,15354456;-0,4040499;-0,5305032;-0,98675466;-1,0433252;0,3040276;-0,11231213;-0,17273133;-0,14863414;-1,0317472;-0,35288095;0,28231308;0,27039808;-1,3562604;-0,19510661;-0,22352204;-0,24759145;-0,5175586;0,00089609297;-0,18273617;0,058796234;-0,75317055;-0,103657864;-0,39828902;-0,62003624;-0,10429038;0,38699505;-0,29296622;-0,28512305;-0,008817505;-0,06727348;0,4464035;0,03697363
piracuruca;Piauí;Não;1,3844084e-06;-0,104173936;-2,6410391;-0,7206398;-1,0041661;-0,0632993;0,06038735;-0,35066187;-0,4650738;-1,2241184;-0,9786517;-0,4662556;-0,3841509;-0,20427465;-0,1804099;-1,0828719;-0,11815469;0,018885732;0,27205116;-1,3481002;-0,20598772;-0,2057358;-0,2686057;0,47291464;-0,41192523;-0,16392621;0,047135845;-0,56537926;-0,02834674;-0,48593786;0,52187324;-0,13072212;0,33482823;-0,60287476;-0,31569362;-0,011818938;-0,14877674;0,334134;0,039123293
entre rios;Santa Catarina;Não;1,38411e-06;-0,13370006;-2,4470801;-0,7129758;-0,95926094;0,16841337;0,065643996;-0,33687213;-0,40694323;-1,1190313;-0,95809996;-0,47641924;-0,22059546;-0,14991827;-0,1762997;-0,9775105;-0,061203063;0,34993634;-0,02531248;-1,2969397;-0,21162392;-0,18913849;-0,22879559;0,48223713;-0,37964097;-0,14885671;0,062407307;-0,7357928;-0,02760069;-0,44188;-0,4679038;-0,1294055;0,42125612;-0,6148182;-0,30611065;-0,013928702;-0,33763686;0,32600528;0,034739207
riachuelo;Rio Grande do Norte;Não;1,3838935e-06;-0,086944826;-2,316171;-0,6869121;-0,88357353;-0,112936944;0,14014575;0,2297153;-0,4741979;-1,006095;-0,91003364;-0,48361686;-0,3250168;-0,14811912;-0,1966734;-1,1765541;-0,37461895;0,38250813;-0,31200022;-1,0719471;-0,19646282;-0,21092689;-0,20708697;-0,5279496;-0,40825307;-0,17523131;0,06521713;-0,7375741;0,072801575;-0,44774207;0,028056253;-0,1296768;0,43300405;-0,60597974;-0,26639384;-0,20859307;0,09748887;0,42570546;0,03182846
zabelê;Paraíba;Não;1,3826403e-06;-0,22819199;-2,6444592;-0,84333247;-0,9923689;-0,16456942;0,033416066;0,20434044;-0,51191205;-1,1218449;-0,9050471;-0,53328073;-0,21805583;-0,17213218;-0,1988802;-1,1477284;-0,3258707;0,23279046;0,25091365;-1,114566;-0,20765088;-0,23162627;-0,18931463;0,6373816;-0,26238525;-0,042540964;0,06882393;-0,69168967;-0,092267685;-0,41469994;-0,62907517;-0,118199;0,39261904;-0,6315753;-0,3065639;-0,04101085;-0,029230282;0,35757303;0,050497103
dores do turvo;Minas Gerais;Não;1,3778215e-06;-0,1521173;-2,575176;0,019161396;-0,7086129;-0,22881663;0,15044558;-0,3082353;-0,44731054;-1,2465991;-0,9604783;-0,5411559;-0,37627032;-0,17714092;-0,22410049;-1,1564649;0,058010004;-0,24635369;-0,28889763;-1,4527107;-0,16783676;-0,18119082;-0,16300921;-0,5062122;-0,50724274;-0,30604535;0,05895637;0,13069634;-0,010588652;-0,51562154;0,5184845;-0,12553902;0,45354924;-0,5412148;-0,33104947;-0,017517077;-0,0752145;0,32592303;0,038289465
bonito de santa fé;Paraíba;Não;1,3766315e-06;-0,09015715;-2,2988307;-0,7468579;-0,99196947;-0,04294063;0,1483924;0,23193666;-0,42122254;-0,9803496;-0,88870937;-0,5190308;-0,1255977;-0,1418257;-0,19221702;-1,1263494;-0,23695965;0,5382928;0,2686938;-1,3210537;-0,091417685;-0,2205627;-0,20329717;-0,5692053;-0,44757655;-0,26152813;0,05685444;-0,728911;-0,11606132;-0,43604136;-0,6714335;-0,11820201;0,36902678;-0,19244066;-0,2941289;-0,0072722603;-0,3434795;0,38938785;0,03697363
são josé de espinharas;Paraíba;Não;1,375032e-06;-0,1298523;-2,462287;-0,7150019;-0,8603052;-0,17983277;0,07072854;-0,28652045;-0,35613242;-1,2202734;-0,9694486;-0,45225683;-0,24170642;-0,14512357;-0,21073163;-0,92689335;-0,07705501;0,34947044;-0,25618646;-1,2094003;-0,15531184;-0,18670368;-0,20351477;0,44258502;-0,35772574;-0,14507648;0,060059868;-0,717196;-0,052187108;0,11332683;-0,6991934;-0,16592644;0,42053306;-0,55950695;-0,30848742;-0,015783235;-0,33763686;0,32655305;0,032767326
senador firmino;Minas Gerais;Não;1,3714947e-06;-0,23351945;-2,3503442;0,010747222;-0,74285007;-0,21975428;0,103699476;0,027404068;-0,45170185;-1,2943518;-0,9358769;-0,5512484;-0,51389444;-0,21333668;-0,23866948;-1,1087583;-0,5250554;0,036550384;-0,5192097;0,5086573;-0,21805087;-0,18435887;-0,12619142;-0,6940302;-0,4204177;-0,13371876;-0,21354806;-0,87215734;-0,013697694;-0,4688949;0,46715832;-0,14551605;0,36108702;-0,5380185;-0,32973292;-0,022688586;-0,3676385;0,27582583;0,06628815
delmiro gouveia;Alagoas;Não;1,371131e-06;-0,13210523;-1,4754072;-0,80655473;-1,0361706;0,18515956;0,1044224;0,22881435;-0,57124555;-1,1009184;-1,0603235;-0,5412419;-0,2737442;-0,17563933;-0,20327626;-1,0438468;-0,49614996;0,058441162;0,27583173;-0,4107421;-0,20980026;-0,24060346;-0,21353137;-0,82785285;-0,4163883;-0,1579532;0,007070003;-0,8036563;-0,2078474;-0,53643537;-0,68552005;-0,19270082;0,41857785;-0,5117124;-0,38056156;0,053327285;0,06564582;0,47152334;0,053032633
araçuaí;Minas Gerais;Não;1,3700122e-06;-0,14097801;-2,4285133;-0,65444416;-0,8528742;-0,23862809;0,1655325;-0,3636391;-0,4146167;-1,2871758;-1,0159277;-0,21903488;-0,39580226;-0,24082083;-0,24401237;-1,0698858;-0,47068042;-0,17014164;-0,12859961;-0,99750453;-0,18757427;-0,17422664;-0,33618987;-0,4187809;-0,45418364;0,13003327;-0,19504312;0,30337176;-0,031117585;0,16306055;0,20958808;-0,17870025;-0,011132406;-0,48590118;-0,33443528;-0,0025413856;-0,019773468;0,37260026;0,027792668
presidente juscelino;Rio Grande do Norte;Não;1,3698685e-06;-0,22868824;-2,607735;-0,8257945;-1,0060964;-0,10009773;0,023165459;-0,36935863;-0,4650668;-1,090953;-0,9347264;-0,4971936;-0,24117164;-0,15097488;-0,18880013;-1,0235702;-0,34173977;0,3597367;0,25714445;-1,1615989;-0,2111441;-0,21977451;-0,17878975;0,64200056;-0,2711236;-0,034585517;0,06882393;-0,7152197;-0,09615577;-0,446598;-0,32883802;-0,118199;0,39376178;-0,6139924;-0,30956754;-0,036068995;-0,13059893;0,3580932;0,050497103
heliópolis;Bahia;Não;1,3667876e-06;-0,15538947;-2,6160092;-0,66131675;-0,762845;-0,123721965;0,082865894;-0,35148016;-0,46096456;-1,1628937;-0,9819483;-0,50737226;-0,26232734;-0,14943345;-0,22246732;-1,049711;-0,096940465;0,021848459;-0,34096602;-1,337409;-0,19773678;-0,19235787;-0,23530473;0,48295712;-0,40654173;-0,19125755;0,0673485;0,22289063;-0,11020071;-0,47595286;-0,29217815;-0,12177267;0,4356501;-0,5501446;-0,34579882;-0,007236583;-0,0731707;0,30633828;0,029698996
santana do seridó;Rio Grande do Norte;Não;1,3662768e-06;-0,12815776;-2,4864724;-0,19691451;-0,8410879;-0,18793063;0,14131942;0,25785297;-0,45311645;-1,2094706;-1,0170059;-0,50421715;-0,31409776;-0,14436531;-0,22081168;-1,1608589;0,049384184;0,39152613;-0,25959885;-1,2664301;-0,19042294;-0,20137674;-0,16710861;-0,5265628;-0,42004466;-0,27716702;0,04931128;-0,7729695;-0,05271154;0,14205146;-0,61687726;-0,12501717;0,46279943;-0,56645286;-0,31262422;-0,038680684;-0,0803557;0,41331732;0,037725978
pão de açúcar;Alagoas;Não;1,3635212e-06;-0,05659197;-2,5130792;-0,7571381;-0,8942816;-0,046977535;0,110852934;-0,3780822;-0,45969585;-1,1515867;-0,9690408;-0,5198809;-0,20594622;-0,16940345;-0,21424197;-0,82056564;-0,37035698;0,35777697;0,23709106;-1,3890449;-0,1773761;-0,22820216;-0,2160482;-0,66177887;-0,40475765;-0,20403948;0,07754284;0,2996405;-0,22914407;-0,533483;-0,3408792;-0,11958664;0,4202218;-0,5181323;-0,33285582;0,061453003;0,045385804;0,4332805;0,043307226
goiatins;Tocantins;Não;1,3633586e-06;-0,25969344;-2,4629035;-0,6342773;-0,8009514;-0,11475852;0,1152615;-0,36144155;-0,44851372;-1,2145175;-0,88326365;-0,45524997;-0,31532297;-0,19885302;-0,23496772;-1,0621938;-0,46313977;0,031210745;0,27082294;-1,3474422;-0,15939716;-0,18345119;-0,18736047;-0,6725011;-0,4200242;-0,23895927;0,056629755;0,29789644;-0,18021904;-0,530628;0,6466006;-0,12286515;0,40978542;-0,5326949;-0,33285582;-0,038459215;-0,15241736;0,3420445;0,043307226
santo antônio do retiro;Minas Gerais;Não;1,3633235e-06;-0,13160163;-2,3411632;-0,71389914;-0,99309176;-0,102892786;0,116227545;-0,3574546;-0,4378303;-1,1085111;-0,95288616;-0,45882025;-0,3004692;-0,18692069;-0,1762997;-1,0884014;-0,0037575131;0,19811884;0,23829462;-1,2312988;-0,1944574;-0,20393218;-0,23818861;-0,49865586;-0,42039925;-0,22784778;0,05015303;-0,732643;-0,024332784;-0,47990474;0,4541397;-0,13172413;0,39939743;-0,574647;-0,25182453;-0,21334662;0,07956714;0,411822;0,033697266
chapadão do lageado;Santa Catarina;Não;1,3628463e-06;-0,20943257;-2,4526153;-0,5613137;-0,81361926;0,19453143;0,09529243;-0,3180617;-0,43477798;-1,0839239;-0,8573591;-0,41986746;-0,27488974;-0,16083317;-0,18880013;-0,99186856;-0,5078538;0,3851151;-0,24714907;-1,0939552;-0,18424296;-0,16861476;-0,058198765;-0,67733693;-0,36241612;-0,15045321;0,049493313;-0,7517712;-0,1763743;-0,48675588;0,54864764;-0,12845063;0,43108073;-0,5994199;-0,11355694;-0,042825542;-0,39262882;0,365105;0,043963354
campo grande do piauí;Piauí;Não;1,3620694e-06;-0,21161531;-2,5245576;-0,71455604;-0,8526177;-0,054386936;0,03725432;-0,35122022;-0,47172523;-1,0658981;-0,9271039;-0,4811725;-0,19316934;-0,14733286;-0,18880013;-1,0287484;-0,31867987;0,3893167;-0,24482661;-1,0609906;-0,20310904;-0,2161806;-0,17992188;0,6532479;-0,28062278;-0,039225917;0,060954027;-0,6738601;-0,07867848;-0,41400316;-0,5999657;-0,1241701;0,4147697;-0,64342725;-0,29726076;-0,039323054;-0,13728505;0,36607078;0,046113018
são domingos;Paraíba;Não;1,3577792e-06;-0,1231188;-2,6297858;0,023038406;-0,87846315;-0,18428864;0,08100214;-0,30279848;-0,5236126;-1,1043209;-0,9940787;-0,5005638;-0,22479777;-0,14146622;-0,17688887;-1,0839921;-0,082301974;0,38698837;-0,4026429;-1,2158773;-0,22284661;-0,20096794;-0,2032864;0,55385655;-0,40383115;-0,20660037;0,06388911;-0,6957283;-0,095885046;-0,4114235;-0,54848516;-0,13487148;0,42291078;-0,5935268;-0,3098166;-0,029062048;-0,07956932;0,3271958;0,046160664
barão de grajaú;Maranhão;Não;1,3567255e-06;-0,1495866;-2,6392736;-0,805177;-0,9978694;-0,13202406;0,08404377;-0,337492;-0,4422441;-1,202037;-0,9581181;-0,5090022;-0,2253992;-0,1206458;-0,21004935;-1,0567399;-0,0991021;0,46600163;0,23819256;-1,433009;-0,18846865;-0,19907652;-0,30336446;0,41773444;-0,38761026;-0,18722518;0,06568305;0,11274967;-0,011835012;-0,5079215;-0,6627671;-0,1270213;0,349679;-0,5537374;-0,33992183;-0,034773543;-0,051971424;0,30465913;0,034083072
tiradentes;Minas Gerais;Não;1,3561796e-06;-0,26608905;-1,6728133;0,0095581375;0,39169392;-0,0051375926;0,16650698;0,1269135;-0,52382296;-1,312885;0,19460595;-0,4259953;-0,32885075;-0,24852902;-0,2356124;-1,4441448;-0,18000466;0,34001127;-0,61337256;-1,514801;-0,24135558;-0,22447586;0,20640266;-0,5768038;-0,44470316;-0,2641553;-0,16865918;-0,9240426;0,07555112;-0,123325035;-0,19759595;-0,1637983;-0,3665023;-0,6111991;-0,27674595;-0,029182099;-0,39090937;-0,24598217;-0,29079244
jacobina do piauí;Piauí;Não;1,3535837e-06;-0,13354373;-2,325237;-0,7057772;-0,8539316;0,16657682;0,13124539;-0,34177566;-0,37659028;-1,1488582;-0,98926395;-0,43487096;-0,23415588;-0,14512357;-0,21073163;-1,035961;0,011208735;0,37373903;-0,25768653;-1,1770498;-0,21425854;-0,1941665;-0,18743995;-0,49892664;-0,39273727;-0,21254098;0,06593903;-0,78652257;-0,014525737;0,1662561;-0,7417635;-0,17917727;0,44321567;-0,59135926;-0,30332103;-0,043203883;0,114161074;0,42505896;0,0301434
estrela de alagoas;Alagoas;Não;1,3535089e-06;-0,12689768;-1,5396763;-0,7212176;-0,8819628;-0,10281006;0,07072854;-0,31366298;-0,49853572;-1,1020685;-1,0514076;-0,52065825;-0,25203985;-0,15238425;-0,1796979;-0,99624246;-0,048469298;0,36941195;-0,25110465;-1,2477001;-0,19906653;-0,2020432;-0,23898123;0,56337297;-0,43527952;-0,16957316;0,059988312;-0,7440966;-0,07200549;-0,48056856;-0,6174494;-0,12539628;0,41659108;-0,6259544;-0,36224842;-0,010705549;-0,37886626;0,32719952;0,0384675
boquira;Bahia;Não;1,3519234e-06;0,10283685;-2,3900955;-0,7517452;-0,9736228;-0,16814722;0,12569751;-0,40504602;-0,49066848;-0,9918299;-0,9626321;-0,480147;-0,17841707;-0,15578444;-0,17382917;-1,0311753;-0,4469999;0,5833473;-0,3312531;-1,0187529;-0,20310904;-0,21152255;-0,1838161;0,08391227;-0,37613076;0,14050584;0,065088615;-0,7341338;-0,12780556;-0,43559048;-0,6274744;-0,12539628;0,43823472;-0,6449184;-0,30827636;0,047516666;0,0919043;0,40836582;0,036725912
umirim;Ceará;Não;1,3516205e-06;-0,13918981;-2,5149205;-0,80508816;-1,0490593;-0,124833815;0,070126995;-0,3391312;-0,45418373;-1,1161801;-0,96851677;-0,49880904;-0,22962;-0,15492822;-0,1796979;-1,0404874;-0,13660409;0,34789917;0,23452435;-1,2497619;-0,20895149;-0,20315371;-0,26309508;0,4889311;-0,30543005;-0,16939114;0,06494009;-0,6681519;-0,022294782;-0,41067994;-0,63115954;-0,12744361;0,3903642;-0,60377973;-0,3098166;0,041688092;0,097184874;0,3470647;0,03723007
pedra branca;Paraíba;Não;1,3510999e-06;-0,13153982;-2,3385456;-0,76831746;-1,0068487;-0,070146345;0,1252591;-0,07784752;-0,42018378;-1,1660558;-1,0177333;-0,4734719;-0,24798891;-0,14512357;-0,22081168;-1,1153846;0,048772447;0,49816793;0,23721197;-1,242373;-0,2290682;-0,21137956;-0,21446426;-0,49098176;-0,36473677;-0,20166312;0,0654969;-0,7827518;-0,013395733;0,16644913;-0,7051743;-0,1772154;0,4018047;-0,5671745;-0,26350445;-0,2076588;0,074779786;0,41708136;0,031725384
lagoa bonita do sul;Rio Grande do Sul;Não;1,3496009e-06;-0,2088455;-2,495135;0,015372427;-0,50294447;-0,19164631;0,103434086;-0,3099573;-0,45888597;-1,0953954;-0,87116677;-0,45319557;-0,2816812;-0,15021662;-0,18938929;-1,0034;-0,50050604;0,4122675;-0,28559735;-1,0881197;-0,18336314;-0,19989285;-0,117975175;-0,6494608;-0,39382306;-0,20780918;0,05287333;-0,72154945;-0,1924276;-0,49159947;0,37765968;-0,13415574;0,44098338;-0,60242337;-0,29604796;-0,046789233;-0,40222552;0,45834494;0,05878673
cairu;Bahia;Não;1,3480508e-06;-0,061648335;-2,5198002;-0,68218684;-0,8396508;-0,10973571;0,22154504;-0,5035969;-0,5965757;-1,1867031;-0,6746378;-0,15037577;0,4332127;-0,17319441;-0,21012188;-1,2034496;-0,3053949;0,29067048;0,32050663;-1,4484069;-0,14712003;-0,23546287;-0,37721622;-0,5740113;-0,43379685;-0,21555652;-0,199103;0,123299584;-0,23172353;-0,46166342;0,4294631;-0,14165583;-0,41527823;-0,49296626;0,1378254;-0,0073345704;0,07681525;-0,3175578;0,07552979
matinhos;Paraná;Não;1,3479981e-06;-0,11775039;0,40837145;0,026134314;-0,8942585;-0,04537607;-0,12215495;-0,42284396;-0,256887;-0,37339035;-0,087822884;0,16056155;-0,33310834;-0,22418329;-0,1874306;-0,82747525;-0,69555825;0,46215177;-0,25249287;-1,4805913;-0,11669363;-0,12551652;-0,14038016;-1,2452018;-0,40654105;-0,16320111;-0,29547846;-0,6666926;-0,37874046;-0,5710828;-0,6007424;-0,06430515;-0,6382132;-0,57321334;-0,36870012;-0,051105306;-0,1272157;-0,7419974;-0,26796803
conselheiro mairinck;Paraná;Não;1,3441072e-06;-0,16113894;-2,855426;-0,008161437;-0,707129;-0,22714679;0,10091393;0,24116065;-0,55598015;-1,281133;-0,95314497;-0,5093913;-0,38040945;-0,14795737;-0,23705979;-1,182636;-0,13671383;-0,22139189;-0,27472404;-1,3411496;-0,14714065;-0,18530947;-0,28610748;0,016656946;-0,42786837;-0,2803681;-0,20142384;0,12085424;-0,21016397;-0,52081776;0,5501061;-0,14012364;0,47685364;-0,56971544;-0,3524813;-0,036588326;-0,14445513;0,32805622;0,03867607
ouro branco;Rio Grande do Norte;Não;1,3428656e-06;-0,15364824;-2,6220198;0,028670605;-0,83478874;-0,1854849;0,07179991;-0,3174431;-0,37332466;-0,39573476;-1,1017599;-0,49062762;-0,33594364;-0,18601799;-0,23399568;-1,0115119;-0,01939699;0,0068005607;-0,20779833;-1,3054198;-0,22915892;-0,19797528;-0,21387501;0,09126722;-0,40739167;-0,22473459;0,067817636;-0,87933844;-0,027144339;0,14387074;-0,66814476;-0,17409576;0,42630988;-0,5963692;-0,31888822;-0,011757097;-0,36215574;0,39326397;0,04523875
presidente vargas;Maranhão;Não;1,3416957e-06;-0,10250127;-2,4775229;-0,8204676;-1,0880522;0,13730453;0,083090976;-0,3658146;-0,49451795;-0,48264095;-0,9679083;-0,4865424;-0,21519516;-0,15492822;-0,18213695;-1,0310766;-0,4939489;0,37738934;0,2738073;-1,2798748;-0,20558952;-0,19254588;-0,23906757;0,45980057;-0,3961999;-0,12687099;0,031299323;-0,7206635;-0,13963409;-0,44836164;-0,6218094;-0,12744361;0,3903642;-0,60917443;-0,30827636;-0,0082817115;-0,15223274;0,335323;0,039123293
pedra lavrada;Paraíba;Não;1,3396858e-06;-0,21377146;-2,6159003;-0,77397317;-0,91977566;-0,17525332;0,03366089;-0,022929927;-0,4211306;-1,2682997;-0,95298254;-0,4539318;-0,28799367;-0,15119624;-0,2333121;-1,1242497;-0,40348393;0,41403127;0,038823523;-1,1111401;-0,10810709;-0,2293512;-0,11753532;0,24830255;-0,24171996;-0,04785484;0,07063078;-0,82336986;0,0062044905;0,16929671;-0,7049781;-0,16069105;0,41304258;-0,60633075;-0,3132774;-0,031581134;-0,1614153;0,42474207;0,043522418
esperantina;Piauí;Não;1,339208e-06;-0,14216855;-2,5864654;-0,8672401;-1,1855367;-0,028482912;0,09816075;-0,38216966;-0,4423866;-1,1826192;-1,0105473;-0,50667775;-0,30208898;-0,18887603;-0,1804099;-0,79714096;-0,044997573;0,046633184;0,28555438;-0,9676266;-0,24381192;-0,20873648;-0,28803033;0,4231157;-0,39900145;0,14160646;0,05908095;-0,6789041;-0,10234415;-0,45814186;-0,30056345;-0,1264416;0,3611547;-0,5554414;-0,31569362;0,0010342132;-0,13961649;0,35774776;0,044434372
mato grosso;Paraíba;Não;1,3391684e-06;-0,2161841;-2,619643;-0,73655665;-0,82246226;-0,17656581;0,037179038;-0,03943371;-0,43262833;-1,240234;-0,97001;-0,44510528;-0,31657583;-0,151595;-0,2333121;-1,0800061;-0,32558;0,3602421;-0,21758191;-1,0972903;-0,21523796;-0,21116701;-0,17139101;0,5586161;-0,24217494;-0,021601617;0,0685054;-0,7807569;-0,069238886;0,1152682;-0,6803188;-0,16993265;0,43219078;-0,6170951;-0,31481764;-0,033427898;-0,1453255;0,36406124;0,043522418
altamira do paraná;Paraná;Não;1,3362445e-06;-0,16088806;-2,542915;-0,48950544;-0,7433026;-0,13564622;0,1368466;-0,35608354;-0,49201384;-1,1665148;-0,90616506;-0,47231856;-0,32021704;-0,14846349;-0,22534657;-1,0506774;0,07864008;-0,0010495409;-0,13039918;-1,4217597;-0,14747219;-0,188429;-0,30994982;-0,35030663;-0,47391024;-0,2846329;-0,18200232;0,14801686;-0,1770996;-0,5182313;0,5301918;-0,13306078;0,42712042;-0,54452187;-0,32996908;-0,014644515;-0,06419214;0,31934044;0,025684347
quatipuru;Pará;Não;1,3339564e-06;-0,09534306;-2,3284645;-0,76056516;-1,0070566;0,1413836;0,10257827;-0,39448422;-0,43919554;-0,9487105;-0,9129731;-0,47838348;-0,22178492;-0,1458665;-0,18213695;-1,0687761;-0,41879112;0,38106477;0,23776194;-1,1404848;-0,2169904;-0,21122296;-0,22891212;-0,1605333;-0,3409727;-0,15226023;0,06799286;-0,74367756;-0,04698419;-0,47145203;-0,3518532;-0,12744361;0,40081245;-0,58942854;-0,2650336;-0,22380571;0,07300363;0,41772786;0,033697266
vera cruz;Bahia;Não;1,3299247e-06;-0,10461711;-0,92073065;-0,8354287;-1,5430925;0,091936074;0,14811054;-0,47445104;-0,664603;-0,2638567;-1,2835433;-0,20590596;-0,15294921;-0,17439288;-0,17829509;-1,2075411;-0,51601595;0,5129762;0,042279363;-0,9168265;-0,22896142;-0,25711906;-0,27587593;-0,43959984;-0,022330359;0,206028;-0,21138652;-0,6166791;0,0077901613;-0,50692546;-0,6387615;-0,1273059;-0,2875729;-0,55360734;-0,27561396;-0,39114156;0,047365036;0,35961264;0,038437787
guarujá do sul;Santa Catarina;Não;1,3293973e-06;-0,1440374;-2,5569866;0,008177733;-0,5817344;-0,17730105;0,1495478;-0,29256466;-0,44151253;-1,2053357;-0,9746173;-0,43928534;-0,3553879;-0,20672446;-0,22134186;-0,9768897;0,2585403;0,0019554943;-0,45017475;-1,2829486;-0,23442258;0,07851816;-0,09871425;-0,39179966;0,14642161;0,10095374;-0,19772562;-0,66646296;-0,07663363;0,18859375;-0,23566377;-0,17083856;-0,48121986;-0,6780842;-0,29651356;-0,009257022;-0,32899407;0,3745042;0,044969425
nova prata do iguaçu;Paraná;Não;1,3269918e-06;-0,11258722;-2,3805523;-0,07521994;-0,7963073;-0,054500144;0,15207504;-0,30300862;-0,3518588;-1,151091;-0,88636255;-0,43181783;-0,37359998;-0,18966001;-0,22898684;-1,0194345;-0,33686084;-0,006377004;-0,37893173;-1,2230765;-0,19363442;-0,18608671;-0,1934168;-0,5306316;-0,49893004;-0,23905528;-0,019359384;-0,826876;-0,0072268834;0,21165958;0,31256172;-0,038336165;0,42820597;-0,63972104;-0,2996151;-0,022208601;-0,36007923;0,39038536;0,037725978
cândido mota;São Paulo;Não;1,3243141e-06;-0,14299436;-2,9117234;-0,0035930516;-0,6032585;-0,21970421;0,11452917;-0,5963077;-0,2546809;0,11411864;-0,578547;-0,5396025;-0,61562246;-0,22459276;-0,21986674;-1,4004633;-0,25643504;0,07257305;-0,4623472;-1,2768737;-0,12785442;-0,042789437;-0,54171854;0,103676125;-0,5107625;-0,30139723;0,057199426;0,19534372;-0,38600144;-0,68668294;0,46827376;-0,051025365;-0,4324323;-0,45032477;-0,13476495;0,040430296;-0,095332876;0,03452657;0,04220918
dormentes;Pernambuco;Não;1,3227136e-06;-0,21785904;-2,5505543;-0,8060468;-1,003869;-0,08411914;0,033470187;-0,3316647;-0,42448473;-1,0795509;-0,8856506;-0,49473554;-0,15847123;-0,14733286;-0,18880013;-0,9690172;-0,36621684;0,4510708;0,2581848;-1,1524868;-0,21774684;-0,21042217;-0,17445484;0,6420317;-0,2618763;-0,034443077;0,06383825;-0,6988177;-0,07153722;-0,41381013;-0,6109879;-0,122208215;0,36213306;-0,621673;-0,28767782;-0,03619764;-0,40653196;0,3419921;0,050497103
lavras da mangabeira;Ceará;Não;1,3220289e-06;-0,113993175;-2,5729465;-0,7079993;-0,90235573;-0,1924031;0,032127023;-0,34597903;-0,4758315;-1,0694889;-1,007242;-0,55437446;-0,20418118;-0,18948615;-0,19291031;-1,078958;-0,19945478;-0,18303058;-0,15587172;-0,7381228;-0,20845498;-0,23332024;-0,17776623;0,64707357;-0,27829596;-0,024592336;0,06882393;-0,7054233;-0,08815291;-0,41800538;-0,592259;-0,11915887;0,45096722;-0,5504831;-0,29726076;0,043351874;0,051042143;0,40890327;0,04896314
