nomeLocalidade;estado;Cidade tem Aluno;Probabilidade;População residente;Densidade demográfica;Porcentagem de Jovens;Porcentagem de Ativos;Porcentagem de Idosos;Taxa de Urbanização;Taxa de Saneamento Básico;Ativos com Baixo Nível Educacional;Ativos com Médio Nível Educacional;Ativos com Alto Nível Educacional;Percentual de estrangeiros ao total de Trabalhadores;PIB Municipal;Estudantes Ensino primário;Estudantes Ensino secundário;Estudantes Ensino superior;Óbitos até 1 ano de idade por milhares de habitantes;Óbitos por milhares de habitantes;Nascidos por milhares de habitantes;Hospitais por milhares de habitantes;Médicos por milhares de habitantes;% de pobres;IDH;Percentual de trabalhadores especializados;Valores de Importação por 10,000 habitantes;Valores de Exportação por 10,000 habitantes;Número de hotéis por 10,000 habitantes;Percentual de empresas do setor primário em relação ao total;Percentual de empresas do setor secundário em relação ao total;Percentual de empresas do setor terciário em relação ao total;Percentual de trabalhadores do setor primário em relação ao total;Percentual de trabalhadores do setor secundário em relação ao total;Percentual de trabalhadores do setor terciário em relação ao total;Média Salarial;Produtividade;Taxa de desemprego dos jovens;Taxa de desemprego;Número de trabalhadores(Comerciais, hotéis e restaurantes) por 1,000 habitantes;Número de ativos culturais e de lazer por 10,000 habitantes
carlos barbosa;Rio Grande do Sul;Sim;0,9623844;0,013024641;-0,08565347;0,55453295;1,1355208;0,0668081;0,21540095;0,37907007;0,35814992;-1,0757349;0,834764;0,26116356;0,44992992;-0,15111187;-0,11925399;-0,7686183;0,05277945;0,39260325;-0,4430012;0,06327251;-0,08801473;0,14221855;-0,35971463;-0,5517825;0,4774366;0,15808892;0,112249166;0,14155883;0,016756259;0,25340605;-0,11650455;0,41074234;0,59672487;0,923696;0,13868135;-0,003807934;-0,46166247;0,2846461;-0,25657642
capinzal;Santa Catarina;Sim;0,95085347;-0,28172192;-0,33039588;0,09757598;0,13219565;0,28676152;0,13638942;-0,32902113;-0,002246784;-0,5726602;0,8840184;-0,4025848;-0,30813053;-0,19428253;-0,13915451;-0,5930009;0,6425301;0,6578129;0,54170173;0,9283582;-0,099208035;0,093227625;0,19640976;-0,41553357;0,43347344;0,25924492;-0,18971632;0,65108657;0,15521376;0,44795132;0,5271518;0,44205415;0,5086556;-0,38285756;-0,0432065;0,0149250245;-0,35417894;0,14844723;0,12506515
araras;São Paulo;Não;0,9319679;-0,088785045;0,24950045;0,053925276;0,22550492;-0,10637001;0,20475468;-1,0460955;-0,0028068535;0,6408777;-0,009855412;-0,6665341;1,4198586;-0,1989229;-0,030283885;1,2425299;-0,6695309;-0,09901894;-0,5437925;1,487305;-0,035203863;0,08038657;-0,23390758;0,19566932;-0,6367841;-0,3217403;0,07477245;0,42552322;0,17227714;0,47258;0,76070225;-0,069938675;-0,066253014;0,44724616;0,07042224;0,1038647;0,046646755;-0,38634512;0,16493689
salvador;Bahia;Não;0,8959418;0,41810513;1,7116643;0,14049923;0,46345675;0,026742872;-0,31847477;-0,24624334;0,51759905;-0,46365875;-0,18516083;0,26514536;0,6653593;0,24525732;0,4176474;1,6933616;-0,37830338;-0,07092024;-0,20712206;0,8343419;0,1700557;-0,241804;-0,49188584;0,7993666;0,21839824;0,13991389;0,063443206;-0,64456856;-0,123833574;-0,3360843;-0,75532705;0,0068402244;-0,38712823;-0,27465564;-0,19552283;-0,402898;-0,07070732;-0,26628894;0,12611207
taubaté;São Paulo;Não;0,8386175;-0,05252133;0,9953129;0,08892783;0,31339544;0,0055068415;0,033279434;-0,8127887;0,46777728;0,22383238;0,45530647;0,57500994;0,62755543;-0,011589773;0,34620532;1,171449;-0,26175106;0,013392401;0,15606312;-1,4739546;0,07636303;0,12126263;0,4378046;0,60232913;-0,32558623;-0,2542073;0,05182784;-0,77519864;-0,09328395;-0,60257316;-0,1973123;-0,083867006;-0,16014361;0,73014957;0,13043134;0,05250802;0,07483936;-0,4159856;0,12800822
varginha;Minas Gerais;Não;0,7313868;0,039235994;0,48277214;0,068659306;0,341658;-0,027030546;0,27026922;-0,64026064;-0,058813896;-0,3383305;0,26524833;-0,9149591;1,1645864;-0,0025166022;0,050508834;1,3191862;-0,1194938;-0,10191593;-0,419702;1,0104241;0,011060231;0,076472215;0,92599183;0,17242342;0,18734455;0,015839215;-0,19252586;-0,0003627604;0,012580407;-0,90478927;0,5422216;-0,07182626;-0,458968;-0,4150309;0,077463485;0,08884019;-0,069738925;-0,3176288;-0,35742685
jundiaí;São Paulo;Não;0,7290579;-0,042372055;1,6175197;0,47648817;0,43290454;0,024155911;0,26358953;-0,7603868;0,17479329;-0,3778851;0,52743345;0,63841045;0,6122997;0,119145714;0,37908998;1,456514;-0,8628974;-0,6175088;0,7296879;-0,7729762;0,08063629;0,14354302;0,4935245;-0,8650966;-0,21684098;-0,1486645;0,051296078;-0,61989063;-0,030190337;-0,57326597;-0,5389007;-0,08884002;-0,32367975;0,6003328;0,06781377;0,0016286471;-0,13517332;-0,32819805;0,11160261
juiz de fora;Minas Gerais;Não;0,60426855;0,15846784;0,8117568;0,4077449;0,3722971;-0,043172784;-0,018798362;-0,35849732;0,23132728;0,5459866;0,6298568;0,5999093;0,7841433;0,20467484;0,37455517;1,7127793;-0,5544383;-0,8177895;-1,0479573;0,94443923;0,22717582;0,061494872;-0,5397228;0,26372153;-0,3951133;-0,38742945;0,081113964;-0,8961192;-0,0040880833;-0,6202714;-0,24522886;0,0003263373;-0,42281184;-0,434049;0,036778025;0,07609949;0,12395286;-0,39806587;-0,3319696
pindamonhangaba;São Paulo;Não;0,5723377;0,0065940116;0,5158177;0,034136016;0,16586661;0,19977176;0,22635609;-0,7562465;0,23127049;-0,015313244;-0,07025901;-0,08722868;0,8212962;-0,067862704;0,13240747;-0,03522811;-0,5834347;0,08873102;-0,26053324;0,75238764;-0,04790559;-0,24643637;-0,56427795;-1,0850314;-0,57827735;-0,3710395;0,08800042;0,50372493;0,002246528;0,52490413;0,46455017;-0,1555772;0,39297372;0,5793235;0,048655674;-0,4254113;0,033910822;0,3986172;0,13971213
monte mor;São Paulo;Sim;0,5395357;-0,03704372;0,93037933;-0,82603914;-0,78711945;0,22420482;0,18233563;0,4198533;0,3080038;-0,13393132;-1,4933814;-0,4319114;1,248485;-0,19938484;-0,25183967;-1,5856069;-0,36757338;0,47216946;-0,27366984;-0,8904104;-0,05153513;-0,119562075;-0,009694606;0,026364405;-0,32215726;-0,10013185;0,055746976;0,6096755;0,1207256;0,39177844;0,7844994;0,18796834;0,52966523;1,1571412;0,25973308;0,12632802;0,17750822;0,4817072;0,054989323
olinda;Pernambuco;Não;0,4805829;-0,015169805;2,353449;0,14717297;0,28917885;0,057369635;0,04420963;-0,059901338;0,22330606;-0,12638707;0,039871976;0,379512;0,51928633;-0,038392663;0,3544873;0,91844326;-0,29738918;0,4049869;-0,59001684;-0,37781247;-0,1261742;-0,22289766;-0,45342028;0,49596393;0,33727816;0,10241438;0,06592566;-0,7172667;-0,01723532;-0,52907634;-0,99201053;-0,0020100381;-0,56791824;-0,760436;-0,5367125;-0,25105384;-0,037818316;0,55128115;0,06705028
araxá;Minas Gerais;Não;0,30541366;-0,14231537;-1,144116;0,028500594;0,24770689;-0,017263718;-0,2801293;-0,66336155;-0,0062728105;0,6237109;0,086329855;-0,49635658;1,7363237;-0,029647691;-0,1477635;0,6464494;-0,53823173;-0,14991175;-0,4190523;0,81011;-0,1926892;0,12960604;-0,28780407;-0,039038472;0,5581274;-0,026222693;-0,27092296;0,39124128;0,015159856;0,4778425;0,63178337;-0,06627183;-0,44658366;-0,3444456;0,026968936;-0,00061332993;-0,014532913;-0,3492294;-0,44893742
capivari de baixo;Santa Catarina;Não;0,24123119;-0,03494032;1,7886993;0,062332325;0,5947439;0,22847657;0,14969817;-0,44033286;0,12544127;0,09257576;0,9142314;-0,37826133;-0,008330257;-0,20462486;-0,19953664;-0,79970604;0,14376377;0,50189483;-0,59320486;-1,5311322;0,02746167;0,07202548;-0,06546402;-0,40343755;0,36793363;0,24686822;0,08654289;-1,0683666;-0,02288523;0,19367409;-0,8678257;-0,08990359;-0,21413781;0,788722;0,030709531;-0,016097138;-0,44067532;0,44865462;0,078266405
cotia;São Paulo;Não;0,21522518;-0,105002634;1,1349745;-0,2643112;0,23023891;-0,94722664;-0,44403103;0,42580056;0,21494499;0,557362;0,2353458;0,3384574;-0,059936482;-0,13453414;0,25679064;0,6041405;-0,14335364;-0,03368606;0,14613023;-0,77283734;-0,15888713;0,10329115;-0,6036496;0,040276635;-0,3998698;-0,12335836;0,11066434;-1,0615842;0,06912627;0,43141305;-0,2526379;-0,094480835;-0,356963;0,8761769;0,13052242;0,0034133778;0,1612717;-0,5444029;-0,15350373
blumenau;Santa Catarina;Não;0,21186908;0,036740176;1,081948;0,091256365;0,3230416;0,12897153;0,28175703;-0,69543034;-0,011203546;-1,123849;0,5531438;0,26969907;0,1728905;-0,03299928;0,33270168;0,403854;0,027717158;0,06632302;-0,32760873;0,6750148;0,15636474;0,13133568;0,8435119;-0,00083341636;0,21777236;-0,117420405;0,09614901;-1,1386161;-0,18988207;0,16335708;-1,1421812;-0,07917219;-0,07495149;0,32443005;-0,005929986;-0,0053590494;-1,3415993;-0,2612552;-0,43359017
paulista;Pernambuco;Não;0,21180569;-0,029125737;1,5668668;0,11803334;0,43772003;0,07711053;-0,4369902;-0,054571446;0,3083762;-0,0016334206;0,3869177;-0,1700406;1,3452489;-0,03610133;0,2618497;0,65810454;-0,7318859;0,056252033;-0,5780411;-1,3685783;-0,07565578;-0,19809036;-0,17168641;-0,7383195;0,22384551;0,18113945;0,09047538;-0,23018073;0,120199375;0,41554874;-0,32136002;-0,016154135;-0,73171484;-0,5361616;-0,56288;-0,4910084;0,014373995;0,57210773;0,041729666
araguari;Minas Gerais;Não;0,18138137;0,09998255;-3,5830169;0,064575;0,2663877;-0,17347147;0,16873457;0,3310216;-0,62739843;-0,477818;0,12039866;-0,47857744;1,4699987;0,0018534688;-0,037571624;0,35328898;-0,2104368;-0,024151329;-0,43037146;0,6217064;0,01389999;0,036580928;0,5367162;-0,39044017;0,24676421;0,10118883;0,06729531;0,37551007;0,019497156;0,3938522;0,6582051;-0,20291072;0,050593514;-0,45676547;0,0037580465;0,005287882;-0,029137012;0,1453041;0,1724449
conselheiro lafaiete;Minas Gerais;Não;0,11575504;-0,008191638;0,55975395;0,107996956;0,36962017;-0,0018129782;0,18840191;-0,13747443;-0,09989893;0,36815882;0,038870566;-0,5392599;1,2119751;-0,04357463;0,08798506;1,0770525;-0,6983566;-0,1721725;-0,86190027;1,0571514;-0,20749427;-0,101448625;-0,22753139;-0,8256079;0,18332732;0,17288981;-0,2871485;0,607625;-0,3908912;-0,8018853;-0,19001569;-0,009220729;-0,6511625;-0,4050054;-0,71106255;0,11344495;0,10865423;-0,36494797;0,15969434
passo fundo;Rio Grande do Sul;Não;0,1150345;-0,110054724;0,3510964;0,1461115;-0,59304637;0,013806217;-0,11087727;-0,054787677;0,17388035;0,57490826;0,44631577;-0,15318735;0,8410067;-0,020898923;0,07866474;0,4552623;-0,5426177;-0,76741916;0,53259337;1,323017;-0,06048479;0,12139388;-0,78887266;0,21776749;0,1262755;-0,31063163;-0,3108613;0,53631884;0,009248824;-0,7145097;-0,03171577;-0,019024132;-0,4810959;-0,07778423;0,026049512;0,031658344;-1,5013281;-0,38818488;-0,29851457
paranavaí;Paraná;Não;0,10991343;-0,24750888;-1,7321309;0,07797036;-0,42219004;-0,17988776;0,11748125;0,29099274;0,17521487;0,7020068;0,090972684;-0,30212602;1,0232161;-0,4835806;-0,13802752;0,8405765;-0,48690242;-0,936469;-0,35357243;0,8260512;0,02321649;0,09177162;-0,53223985;0,16928206;0,2252045;-0,3175217;0,10412493;0,5274243;0,048817627;0,40791646;0,61682725;-0,14685175;-0,23583011;-0,4168797;-0,22572055;-0,009515048;-0,17599489;-0,36742228;-0,030526446
niterói;Rio de Janeiro;Não;0,07339393;0,13216792;1,5402808;0,3083344;0,3863695;-0,06431612;-0,71115327;-0,19398262;0,11306014;-0,20223442;0,51038444;0,1497402;0,658868;0,17518425;0,33471334;1,6005683;-0,8487911;-0,9586515;0,5530446;0,253891;0,106535226;-0,15003727;-0,6515588;0,12868114;-0,57535946;-0,5343919;0,056917533;-0,79553545;-0,113727555;-0,4345508;-0,8416871;-0,007990712;-0,3865931;-0,36356616;-0,039671928;0,026129968;-0,22435284;-0,37064508;-0,39196435
vitória;Espírito Santo;Não;0,06497984;-0,15018387;1,2988427;0,080077946;0,3305336;0,011249811;-0,7775475;-1,5863197;0,09977934;0,4511409;0,5127871;-0,0021972274;0,51026976;-0,14000931;0,3599442;1,3928801;-0,768436;-1,0860903;0,51313823;0,48079902;0,12572968;-0,112542324;-0,16053803;0,757686;-0,83218706;-0,40223926;0,061137587;-0,7599553;-0,1132605;-0,58148247;-0,62443143;0,019528087;-0,33801833;0,44170526;-0,111110255;0,039878067;-0,11306229;-0,3110449;-0,47314736
catanduva;São Paulo;Não;0,0640591;-0,062164824;0,61052984;0,42509532;0,47860062;-0,17922874;-0,2379906;-1,356216;-0,1192762;0,54895896;0,0836279;-1,0397048;1,5740527;-0,048051637;0,05724088;0,534503;-0,3799144;-0,7294291;0,68641675;0,9677899;-0,060598336;0,083467364;-0,6830972;-0,4843841;-0,5616137;-0,21044827;0,08767432;0,40420696;-0,0276943;-0,8761389;-0,28074285;-0,10234428;-0,34520075;-0,17059332;0,03155576;0,02140307;-0,025522962;-0,40857816;-0,1781381
ourinhos;São Paulo;Não;0,062943295;-0,1451639;0,7810414;-0,008689026;0,26925245;-0,078043744;-0,13884926;-0,82151943;-0,12853125;0,44462278;0,03051992;-0,65081036;1,4026637;-0,056868292;-0,044790424;1,2549827;-0,70426315;-0,7455468;0,17862724;1,234651;-0,29492122;0,07767622;-0,31294674;-0,3438746;-0,50212884;-0,20180137;-0,15992251;-1,0765384;-0,0825839;-0,76493454;0,655243;-0,02778108;-0,3978649;-0,36574316;-0,03834852;0,07581539;0,009026502;-0,3840664;0,07169692
votuporanga;São Paulo;Não;0,06007148;-0,23660721;0,6511094;0,3818757;0,44329405;-0,18503545;-0,1498754;-0,8190981;0,01641946;0,03586698;0,2918327;0,706644;1,185661;-0,4391897;-0,03200355;1,0362905;-0,5664784;-0,8124418;-0,7435554;-0,6601024;-0,23825376;0,007712934;-0,2857894;0,11695549;-0,5859381;-0,2183386;-0,30500928;0,3135738;0,14508368;0,33104903;-0,1383718;-0,1336715;-0,45752555;-0,3062501;-0,11469048;0,0054937415;-0,026622202;-0,40228924;0,14780636
valinhos;São Paulo;Não;0,057490323;-0,14235061;1,526704;0,4344974;0,48193514;-0,035786368;0,24892393;-0,15728147;0,29961723;-0,18634777;0,25274882;0,32554373;0,7250486;-0,06635092;-0,046089634;-0,37660503;-0,62013084;0,103750825;-0,7179316;-1,0021799;0,090101816;0,10496659;-0,709185;0,32171667;-0,6493847;-0,35410497;0,077714935;-0,79139644;0,029628944;0,24810842;-0,14806433;-0,041832775;-0,22748283;0,8601933;0,11834316;-0,0395228;-1,059463;-0,64660674;-0,3185786
flores da cunha;Rio Grande do Sul;Não;0,0543369;-0,050202023;-0,025436116;0,38682804;1,0406642;-0,27103344;0,17924672;0,05470618;-0,59079266;-1,5344515;0,39027506;0,29296786;-0,2028029;-0,16198751;-0,19665392;-0,9586142;0,57294995;0,76034856;-0,512858;-0,23641226;-0,1355913;0,1222856;-0,37146902;-0,44325578;0,47548318;0,017300937;0,033042192;-1,1596926;-0,06735428;0,20112646;0,4217498;0,29844064;0,61427146;-0,51385266;0,052444763;-0,021651324;-0,4213205;0,2316424;-0,41723
são caetano do sul;São Paulo;Não;0,047636263;-0,07116166;1,5971111;0,33074424;0,4571777;-0,04656391;-0,6755735;-1,045394;0,20498829;-0,36983576;0,36309287;0,07807144;0,4758266;-0,09010568;0,003531143;1,0477122;-0,40285066;-0,92908275;-1,1498187;0,31784862;0,039836887;0,14063405;0,49890184;0,18101947;-0,40526277;-0,22910757;0,054131746;-0,6730086;-0,10637198;-0,46131033;-0,8944186;-0,056900837;-0,31950626;0,62684256;-0,0566188;-0,032950614;-0,1729273;-0,2691156;-0,24514002
rio claro;São Paulo;Não;0,0464764;-0,13019754;0,5684929;0,2792531;0,26176092;-0,19098343;-0,21551286;-1,592263;0,19898418;0,37359104;0,08183837;-0,16124299;-0,046251923;-0,11960301;0,070442535;1,037677;-0,39220464;-0,2316208;-1,0437462;0,7067783;-0,13085715;-0,084377214;-0,40597382;-0,15591145;-0,49402604;-0,34227678;0,038947448;-0,009644746;0,1393931;0,41047007;-0,08356797;-0,17718518;-0,075382255;0,08465067;0,0018398259;0,044640377;-0,2033809;-0,47147432;0,1475015
imperatriz;Maranhão;Não;0,04553831;-0,002413443;-0,0006932961;-0,94223124;-0,9416833;0,03717851;0,12688659;-0,2686328;0,03817463;-0,19688506;0,029394735;-0,7791055;1,5931127;0,09145941;0,3787403;1,1900152;-0,70315504;-0,1302235;0,34897095;0,8006953;-0,260246;-0,1710196;-0,7066332;-0,87385124;-0,045470707;0,39645064;0,066354096;0,51246506;-0,3989061;-0,8462916;0,69873536;-0,06447886;-0,6475897;-0,384786;-0,23331366;0,09993412;0,0823245;-0,27927363;0,05319332
são josé da lapa;Minas Gerais;Não;0,044823233;-0,20051154;1,3293744;-0,9067323;-1,3522189;0,18959263;0,1747906;0,4518681;0,043340765;0,43188792;-1,5905627;-0,08711169;-0,45812702;-0,14994618;-0,23064202;-1,3801581;-0,3995331;0,45711848;-0,3341776;-0,17344585;0,020612882;-0,18242194;-0,3954531;-0,48594034;0,39539084;0,14946693;0,076812185;0,17435291;-0,038044285;0,28772828;0,631697;0,020380067;0,54753405;0,18559627;-0,07474484;0,09351899;0,007394393;0,3564523;0,06548843
estrela;Rio Grande do Sul;Não;0,044321883;-0,113793544;-0,022718852;0,34881383;0,59439087;-0,34776446;0,17204037;-0,114446215;0,1823392;-0,8064456;0,010126503;-0,41986528;-0,29563606;-0,24131986;-0,2437192;-1,0554193;0,65946907;-1,161674;0,17872736;0,7151717;-0,23181178;0,0923148;-0,4988985;-0,48329654;0,34211984;0,053775262;0,07775706;0,4862334;-0,06994291;0,12860236;-0,16013096;0,14859025;0,100757115;-0,50425595;0,087653376;0,014838881;-0,43088278;0,28704268;0,16011047
jacareí;São Paulo;Não;0,04267492;-0,09039661;1,0457513;0,036325842;0,22914006;-0,06411962;-0,20211807;-1,315558;0,16734235;0,057589028;-0,1755643;-0,5941757;-0,03720793;-0,11909394;0,2231606;0,7344079;-1,0165963;-0,17983957;-0,2961765;-0,8995336;-0,106785886;0,02758218;-0,7154574;0,36307818;-0,67077565;-0,48252523;0,061938472;0,27986827;-0,021954942;0,42718458;0,41048095;-0,0995823;-0,26471978;0,48256886;0,13772145;0,01956758;0,11633287;0,08140595;0,049999975
charqueadas;Rio Grande do Sul;Não;0,042253733;-0,20627551;-0,1244393;0,22701532;0,7960452;-0,035201743;-0,20334102;0,22172135;-0,06973311;0,39482632;-0,6471002;0,04446774;-0,38995194;-0,2146631;-0,31799847;-1,5599315;0,27871403;0,60718024;-0,5309548;-1,7253795;-0,16550206;0,005051852;-0,14243902;-0,31314638;0,4994965;-0,036642946;-0,012375103;0,45797318;-0,12649275;-0,66420317;-0,13225535;0,06091839;0,51770234;0,8685307;-0,017202586;-0,045538094;-0,17799294;0,37631825;0,09170304
vila velha;Espírito Santo;Não;0,03722456;-0,18515073;1,3570443;0,07191782;0,4050713;-0,06650951;-0,28501576;0,21683262;0,40282544;-0,18367918;0,6177507;-0,54400826;-0,23966871;-0,00029867515;0,34717387;0,82571876;-0,2927015;-0,081426024;0,20077632;0,94406134;-0,20696329;-0,030799791;-0,38114896;-0,60589856;-0,28046367;-0,17329995;0,051345043;-1,1771845;-0,046974506;-0,58747375;-1,1453398;-0,005458096;-0,4764783;-0,48655623;-0,0790919;0,048803173;-0,1258607;-0,46553916;0,120613046
sorocaba;São Paulo;Não;0,035487384;0,10141679;1,400697;0,05242809;0,3895761;-0,08718681;-0,1420916;-1,8491974;0,14890543;0,2991013;0,51958543;0,05413694;0,46200642;0,10279978;0,41444716;1,2791797;-0,15523635;-0,72294635;0,5370752;-1,473832;-0,3394305;-0,09108161;-0,5985527;-0,23205942;-0,2240615;-0,20616803;0,06847764;-0,70447975;-0,024388451;-0,7449966;-0,7563724;-0,08876919;-0,3231845;0,50202113;0,10747905;0,059678353;0,08277217;-0,51720685;0,106809855
mossoró;Rio Grande do Norte;Não;0,033991095;-0,090694256;-0,5691064;-0,97044384;-0,9849785;0,14392431;0,13285726;-0,091962434;0,11379056;-0,117967576;0,14718148;-0,59646726;0,5062148;0,041484125;0,40323403;0,8227084;-0,7303692;-0,121559575;0,30401844;0,7054884;-0,31156194;-0,17397688;-0,906678;-0,17943317;0,17375149;-0,06422517;0,08273834;0,44297346;0,052765667;0,469814;0,79531884;-0,16193889;-0,35183376;-0,40625355;-0,03584992;-0,737614;-0,021783505;-0,3912338;0,040387772
gravataí;Rio Grande do Sul;Não;0,03311405;-0,15017833;0,9686871;0,028570827;0,20706125;0,1429463;0,30983773;0,3393768;-0,33892244;0,20370705;-0,84549874;-0,43184105;-0,25768206;-0,12810643;0,20363842;0,79483193;-0,53550786;0,071424335;-0,5989722;-1,5705653;-0,1567478;-0,016649056;-0,20688327;-0,6563117;0,14855689;-0,033454165;0,067550026;-1,061781;-0,028219696;0,29514113;-1,022293;-0,026250292;0,19863571;0,6720627;0,13925922;0,0032473947;0,0019648653;0,53217256;0,072866015
fortaleza;Ceará;Não;0,032864295;0,28136018;1,435766;-2,0226495;-1,2900292;0,05582687;-0,64797425;0,2407083;0,15854755;-0,5901575;-0,27618766;0,3428797;0,5520789;0,27929133;0,42444488;1,002437;-0,40598544;-0,04966592;0,3734216;0,6564622;0,13419603;-0,21190923;-0,7601997;0,64498246;0,15971185;-0,018391028;0,030666182;-0,93154263;-0,124960825;0,25500584;-1,0279579;-0,02653637;-0,4694904;-0,50640434;-0,16522048;0,05553488;0,03829047;-0,3108188;0,042314395
cataguases;Minas Gerais;Não;0,032203767;-0,16605403;-0,7521056;0,32048392;0,4429747;-0,33064914;0,18325478;0,25542775;-0,25518614;-0,5647348;0,007926034;-0,30098134;0,24870501;-0,22241415;-0,14049366;-0,3999282;-0,4363464;-1,0490855;-0,9760368;0,7477418;-0,057601508;-0,29043207;-0,0957027;-0,04192067;0,42853254;-0,10409344;0,06502961;0,49354315;-0,034105368;0,45635167;-0,06226954;-0,120069526;-0,014153691;-0,523198;-0,11308376;0,101857334;0,0640917;0,34931394;0,19227009
juazeiro do norte;Ceará;Não;0,031499416;-0,0395937;1,3201641;-1,2268063;-1,1020122;0,024356646;0,22459902;-0,28353122;-0,5905428;0,5875354;-0,87483644;-0,7734995;1,3149478;0,081963;0,35197553;0,7162608;-0,26191714;0,18764001;0,3757927;0,5420208;-0,32810965;-0,1992034;-0,5934065;0,69123524;0,21871372;0,02739789;0,06867605;-1,1714858;-0,09859608;0,3292534;-1,3142428;-0,1212056;0,10374191;-0,7842897;-0,7144244;0,105344556;0,1318604;0,31628224;0,041959375
criciúma;Santa Catarina;Não;0,029474832;-0,06985315;1,5160594;0,06017454;0,29242;0,040992755;-0,08147555;0,40943682;-0,11431733;-1,6630718;0,24904127;0,29057717;0,65381134;-0,0215092;0,31665882;0,79085666;-0,35622576;-0,81417215;-0,401311;1,0316741;-0,13886271;0,119220905;-0,81787443;0,033406027;0,32777873;-0,08809542;0,08695288;-1,2564114;-0,20088258;0,16385448;-1,2239448;-0,1330885;-0,555271;-0,39194244;-0,057789996;-0,013670199;-0,42602655;-0,43318328;0,091561176
maringá;Paraná;Não;0,029073631;-0,14129241;1,2227597;0,08728208;0,2872891;-0,03845492;-0,14265737;0,2723296;0,38239175;0,442847;0,5460117;0,17556338;-0,22277893;-0,23866294;0,36093727;0,6296968;-0,53297865;-0,7133372;-0,41098133;0,62313634;-0,16766089;0,116991475;-0,7637088;0,016668728;0,22126436;-0,094466895;0,07498227;-1,2313019;-0,033342265;0,26846245;-0,5207899;-0,06670121;-0,545458;-0,50995857;0,008404745;0,031708512;-1,5257983;-0,372608;-0,2944095
birigui;São Paulo;Não;0,02903333;0,10088145;0,5182743;0,32955128;0,28956547;-0,0026015863;0,12669754;-0,72694695;0,12917592;0,61951876;0,06369683;-0,486913;1,1751366;-0,08318419;-0,050948046;-0,53172797;-0,90070283;0,14814562;-0,9294033;1,0381459;-0,14405213;0,04442906;0,39278796;-1,318237;-0,4222839;-0,24563628;0,047629796;-0,5768322;0,034448177;0,2772607;-0,10729941;-0,004985516;0,47241548;-0,38965207;-0,21061966;-0,052408177;-1,0663083;-0,51454514;0,15747531
bauru;São Paulo;Não;0,028777888;-0,18340126;0,9843832;0,27203244;0,31530026;-0,02533135;0,24709871;-1,4141796;0,16268322;0,5266014;0,540393;-0,06826974;-0,014465651;-0,08697887;0,345792;0,9198147;-0,7005305;-0,7525481;-0,49451146;0,85410887;0,18681204;0,07385125;-0,85084176;0,12498545;-0,45102674;-0,41487885;0,08438193;-0,9712301;-0,083743595;-0,7497852;-0,22221555;0,0030605132;-0,36672407;-0,20739836;0,026556386;0,0026224437;-0,13439037;-0,38235804;0,09518279
aracaju;Sergipe;Não;0,027491758;0,10370853;1,201782;-0,54097384;-0,64984816;0,022167828;-0,56103843;0,34265018;0,4021403;-0,39009142;0,50030893;-1,0017666;-0,04591946;0,08399687;0,34821057;0,78500223;-0,22442482;-0,5912584;0,40828305;0,6471268;0,1265505;-0,26307923;-0,8359794;0,7341787;0,13333736;0,15622151;-0,3498836;-0,117208995;-0,030717038;-0,7959637;-0,35948718;-0,014458442;-0,40336415;-0,3688008;-0,090552315;-0,76122844;-0,15382376;-0,38269562;0,080703996
guaíba;Rio Grande do Sul;Não;0,027196992;-0,09379087;0,6371117;0,08752306;0,22351414;-0,034180377;-0,21813686;0,27417177;-0,08791539;0,24600612;0,42038292;-0,5881082;0,95730025;-0,15055954;-0,0913942;-1,0789553;-0,58703774;0,07215107;-0,5750486;-1,990869;-0,07202176;-0,16894688;-0,18706189;-0,78072387;-0,089590386;-0,042801492;0,099477544;0,044851016;0,16924848;0,32443237;0,22265041;-0,075510666;-0,8094178;0,57476795;0,091102906;-0,016841087;-0,13159089;0,46518883;0,09334246
itajubá;Minas Gerais;Não;0,025484176;-0,41542;0,33228588;0,07325559;-0,68116903;-0,058449097;-0,007284306;-0,47242978;0,08841605;0,42315125;0,12973684;0,58889735;1,4858904;-0,02842606;-0,037472676;1,1877674;-1,3157823;-0,93481934;0,43434307;1,0541033;-0,098164044;0,04323177;0,286076;0,18257388;-0,699735;-0,4921865;-0,19085845;-1,2817274;0,009914917;-0,8460133;-0,22782001;-0,16594082;0,020542774;-0,2921949;0,0313944;-0,024086192;-0,2588613;-0,33332658;-0,44350204
belém;Pará;Não;0,025343494;0,37277442;1,169323;-2,0287151;-1,2900752;-0,0078036524;-0,076189786;-0,31263027;0,27621582;-0,5726376;-0,34616208;0,41096228;0,5612479;0,27529988;0,40890363;1,0652256;-0,33951667;-0,08208503;0,33616614;0,6937364;0,1507611;-0,22474574;-0,769615;0,71625173;0,13186793;-0,22853372;0,08009182;-0,30610862;-0,035182413;-0,60218036;-0,5353224;-0,0028012265;-0,030403877;-0,45672968;-0,26776195;-0,68064874;-0,1334239;-0,29515547;0,03583337
