nomeLocalidade;estado;Probabilidade
três forquilhas;Rio Grande do Sul;0
são josé do cerrito;Santa Catarina;0
são martinho;Santa Catarina;0
três arroios;Rio Grande do Sul;0
sul brasil;Santa Catarina;0
toropi;Rio Grande do Sul;0
timbé do sul;Santa Catarina;0
timbó grande;Santa Catarina;0
treviso;Santa Catarina;0
tavares;Rio Grande do Sul;0
urupema;Santa Catarina;0
vargeão;Santa Catarina;0
vargem;Santa Catarina;0
vargem bonita;Santa Catarina;0
são vicente do sul;Rio Grande do Sul;0
barra do turvo;São Paulo;0
vale verde;Rio Grande do Sul;0
estrela do norte;São Paulo;0
cunha;São Paulo;0
dirce reis;São Paulo;0
santo antônio do planalto;Rio Grande do Sul;0
santo antônio do palma;Rio Grande do Sul;0
santo antônio das missões;Rio Grande do Sul;0
echaporã;São Paulo;0
santana da boa vista;Rio Grande do Sul;0
santa vitória do palmar;Rio Grande do Sul;0
santa tereza;Rio Grande do Sul;0
eldorado;São Paulo;0
santa margarida do sul;Rio Grande do Sul;0
emilianópolis;São Paulo;0
espírito santo do turvo;São Paulo;0
santa cecília do sul;Rio Grande do Sul;0
salto do jacuí;Rio Grande do Sul;0
bento de abreu;São Paulo;0
saldanha marinho;Rio Grande do Sul;0
roque gonzales;Rio Grande do Sul;0
rondinha;Rio Grande do Sul;0
ronda alta;Rio Grande do Sul;0
rolador;Rio Grande do Sul;0
euclides da cunha paulista;São Paulo;0
riozinho;Rio Grande do Sul;0
fernão;São Paulo;0
rio dos índios;Rio Grande do Sul;0
relvado;Rio Grande do Sul;0
quinze de novembro;Rio Grande do Sul;0
quevedos;Rio Grande do Sul;0
quatro irmãos;Rio Grande do Sul;0
flora rica;São Paulo;0
santo expedito do sul;Rio Grande do Sul;0
cristais paulista;São Paulo;0
são francisco de assis;Rio Grande do Sul;0
cosmorama;São Paulo;0
são valério do sul;Rio Grande do Sul;0
são valentim do sul;Rio Grande do Sul;0
são valentim;Rio Grande do Sul;0
boa esperança do sul;São Paulo;0
bofete;São Paulo;0
são pedro das missões;Rio Grande do Sul;0
borá;São Paulo;0
borebi;São Paulo;0
buri;São Paulo;0
buritizal;São Paulo;0
são nicolau;Rio Grande do Sul;0
cabrália paulista;São Paulo;0
são miguel das missões;Rio Grande do Sul;0
são martinho da serra;Rio Grande do Sul;0
caiabu;São Paulo;0
caiuá;São Paulo;0
campos novos paulista;São Paulo;0
cananéia;São Paulo;0
são josé dos ausentes;Rio Grande do Sul;0
são josé do norte;Rio Grande do Sul;0
cardoso;São Paulo;0
cássia dos coqueiros;São Paulo;0
são josé do herval;Rio Grande do Sul;0
castilho;São Paulo;0
são jorge;Rio Grande do Sul;0
colômbia;São Paulo;0
coroados;São Paulo;0
coronel macedo;São Paulo;0
corumbataí;São Paulo;0
unistalda;Rio Grande do Sul;0
saltinho;Santa Catarina;0
bossoroca;Rio Grande do Sul;0
irineópolis;Santa Catarina;0
iomerê;Santa Catarina;0
abelardo luz;Santa Catarina;0
abdon batista;Santa Catarina;0
uiramutã;Roraima;0
são luiz;Roraima;0
são joão da baliza;Roraima;0
rorainópolis;Roraima;0
pacaraima;Roraima;0
normandia;Roraima;0
mucajaí;Roraima;0
iracema;Roraima;0
caroebe;Roraima;0
caracaraí;Roraima;0
cantá;Roraima;0
itaiópolis;Santa Catarina;0
leoberto leal;Santa Catarina;0
bonfim;Roraima;0
jaborá;Santa Catarina;0
amajari;Roraima;0
jacinto machado;Santa Catarina;0
alto alegre;Roraima;0
josé boiteux;Santa Catarina;0
jupiá;Santa Catarina;0
vale do paraíso;Rondônia;0
vale do anari;Rondônia;0
urupá;Rondônia;0
theobroma;Rondônia;0
lajeado grande;Santa Catarina;0
teixeirópolis;Rondônia;0
lebon régis;Santa Catarina;0
imaruí;Santa Catarina;0
ibicaré;Santa Catarina;0
água doce;Santa Catarina;0
ibiam;Santa Catarina;0
campo alegre;Santa Catarina;0
campo belo do sul;Santa Catarina;0
campo erê;Santa Catarina;0
capão alto;Santa Catarina;0
brunópolis;Santa Catarina;0
celso ramos;Santa Catarina;0
botuverá;Santa Catarina;0
bom retiro;Santa Catarina;0
cerro negro;Santa Catarina;0
chapadão do lageado;Santa Catarina;0
bom jardim da serra;Santa Catarina;0
bocaina do sul;Santa Catarina;0
bela vista do toldo;Santa Catarina;0
barra bonita;Santa Catarina;0
bandeirante;Santa Catarina;0
coronel martins;Santa Catarina;0
correia pinto;Santa Catarina;0
arvoredo;Santa Catarina;0
dona emma;Santa Catarina;0
doutor pedrinho;Santa Catarina;0
frei rogério;Santa Catarina;0
galvão;Santa Catarina;0
grão pará;Santa Catarina;0
anitápolis;Santa Catarina;0
anita garibaldi;Santa Catarina;0
angelina;Santa Catarina;0
alto bela vista;Santa Catarina;0
alfredo wagner;Santa Catarina;0
guatambú;Santa Catarina;0
seringueiras;Rondônia;0
são miguel do guaporé;Rondônia;0
romelândia;Santa Catarina;0
passos maia;Santa Catarina;0
colorado do oeste;Rondônia;0
chupinguaia;Rondônia;0
palma sola;Santa Catarina;0
castanheiras;Rondônia;0
candeias do jamari;Rondônia;0
campo novo de rondônia;Rondônia;0
palmeira;Santa Catarina;0
cacaulândia;Rondônia;0
cabixi;Rondônia;0
buritis;Rondônia;0
paraíso;Santa Catarina;0
alvorada d'oeste;Rondônia;0
alto paraíso;Rondônia;0
alto alegre dos parecis;Rondônia;0
alta floresta d'oeste;Rondônia;0
são francisco do guaporé;Rondônia;0
vitória das missões;Rio Grande do Sul;0
ponte alta;Santa Catarina;0
vista alegre do prata;Rio Grande do Sul;0
presidente nereu;Santa Catarina;0
vila nova do sul;Rio Grande do Sul;0
vila maria;Rio Grande do Sul;0
vila lângaro;Rio Grande do Sul;0
victor graeff;Rio Grande do Sul;0
rio das antas;Santa Catarina;0
rio do campo;Santa Catarina;0
viadutos;Rio Grande do Sul;0
vespasiano correa;Rio Grande do Sul;0
rio rufino;Santa Catarina;0
riqueza;Santa Catarina;0
corumbiara;Rondônia;0
costa marques;Rondônia;0
painel;Santa Catarina;0
cujubim;Rondônia;0
são felipe d'oeste;Rondônia;0
santa luzia d'oeste;Rondônia;0
lindóia do sul;Santa Catarina;0
rio crespo;Rondônia;0
macieira;Santa Catarina;0
primavera de rondônia;Rondônia;0
presidente médici;Rondônia;0
pimenteiras do oeste;Rondônia;0
major gercino;Santa Catarina;0
major vieira;Santa Catarina;0
parecis;Rondônia;0
marema;Santa Catarina;0
matos costa;Santa Catarina;0
mirim doce;Santa Catarina;0
novo horizonte do oeste;Rondônia;0
nova união;Rondônia;0
nova mamoré;Rondônia;0
nova brasilândia d'oeste;Rondônia;0
monte negro;Rondônia;0
mirante da serra;Rondônia;0
ministro andreazza;Rondônia;0
morro grande;Santa Catarina;0
machadinho d'oeste;Rondônia;0
novo horizonte;Santa Catarina;0
itapuã do oeste;Rondônia;0
ouro verde;Santa Catarina;0
paial;Santa Catarina;0
guajará-mirim;Rondônia;0
governador jorge teixeira;Rondônia;0
flórida paulista;São Paulo;0
florínia;São Paulo;0
putinga;Rio Grande do Sul;0
eugênio de castro;Rio Grande do Sul;0
glorinha;Rio Grande do Sul;0
quintana;São Paulo;0
gentil;Rio Grande do Sul;0
general câmara;Rio Grande do Sul;0
garruchos;Rio Grande do Sul;0
fortaleza dos valos;Rio Grande do Sul;0
redenção da serra;São Paulo;0
formigueiro;Rio Grande do Sul;0
reginópolis;São Paulo;0
fontoura xavier;Rio Grande do Sul;0
floriano peixoto;Rio Grande do Sul;0
faxinalzinho;Rio Grande do Sul;0
ribeira;São Paulo;0
fagundes varela;Rio Grande do Sul;0
estrela velha;Rio Grande do Sul;0
dom feliciano;Rio Grande do Sul;0
ribeirão do sul;São Paulo;0
ribeirão dos índios;São Paulo;0
ribeirão grande;São Paulo;0
esperança do sul;Rio Grande do Sul;0
esmeralda;Rio Grande do Sul;0
erval seco;Rio Grande do Sul;0
erval grande;Rio Grande do Sul;0
ernestina;Rio Grande do Sul;0
erebango;Rio Grande do Sul;0
entre-ijuís;Rio Grande do Sul;0
engenho velho;Rio Grande do Sul;0
rifaina;São Paulo;0
doutor ricardo;Rio Grande do Sul;0
doutor maurício cardoso;Rio Grande do Sul;0
gramado dos loureiros;Rio Grande do Sul;0
queiroz;São Paulo;0
quatá;São Paulo;0
quadra;São Paulo;0
pedro de toledo;São Paulo;0
piacatu;São Paulo;0
piquerobi;São Paulo;0
jacutinga;Rio Grande do Sul;0
jacuizinho;Rio Grande do Sul;0
planalto;São Paulo;0
platina;São Paulo;0
ivorá;Rio Grande do Sul;0
itatiba do sul;Rio Grande do Sul;0
itati;Rio Grande do Sul;0
itapuca;Rio Grande do Sul;0
pongaí;São Paulo;0
itacurubi;Rio Grande do Sul;0
pontalinda;São Paulo;0
ipiranga do sul;Rio Grande do Sul;0
ipê;Rio Grande do Sul;0
pontes gestal;São Paulo;0
inhacorá;Rio Grande do Sul;0
independência;Rio Grande do Sul;0
populina;São Paulo;0
ibirapuitã;Rio Grande do Sul;0
ibiraiaras;Rio Grande do Sul;0
ibiaçá;Rio Grande do Sul;0
ibarama;Rio Grande do Sul;0
herveiras;Rio Grande do Sul;0
herval;Rio Grande do Sul;0
presidente alves;São Paulo;0
guabiju;Rio Grande do Sul;0
gramado xavier;Rio Grande do Sul;0
riolândia;São Paulo;0
riversul;São Paulo;0
protásio alves;Rio Grande do Sul;0
são joão do pau d'alho;São Paulo;0
santa mercedes;São Paulo;0
santa rita d'oeste;São Paulo;0
caraá;Rio Grande do Sul;0
santa salete;São Paulo;0
santana da ponte pensa;São Paulo;0
capão do cipó;Rio Grande do Sul;0
santo antônio da alegria;São Paulo;0
santo antônio do aracanguá;São Paulo;0
capão bonito do sul;Rio Grande do Sul;0
canudos do vale;Rio Grande do Sul;0
são joão das duas pontes;São Paulo;0
canguçu;Rio Grande do Sul;0
são joão de iracema;São Paulo;0
candiota;Rio Grande do Sul;0
campos borges;Rio Grande do Sul;0
dois lajeados;Rio Grande do Sul;0
campo novo;Rio Grande do Sul;0
campinas do sul;Rio Grande do Sul;0
campestre da serra;Rio Grande do Sul;0
cambará do sul;Rio Grande do Sul;0
camargo;Rio Grande do Sul;0
são josé do barreiro;São Paulo;0
são luís do paraitinga;São Paulo;0
são pedro do turvo;São Paulo;0
caibaté;Rio Grande do Sul;0
cacique doble;Rio Grande do Sul;0
sarapuí;São Paulo;0
cacequi;Rio Grande do Sul;0
sarutaiá;São Paulo;0
bozano;Rio Grande do Sul;0
santa maria da serra;São Paulo;0
carlos gomes;Rio Grande do Sul;0
caseiros;Rio Grande do Sul;0
catuípe;Rio Grande do Sul;0
dois irmãos das missões;Rio Grande do Sul;0
dilermando de aguiar;Rio Grande do Sul;0
dezesseis de novembro;Rio Grande do Sul;0
derrubadas;Rio Grande do Sul;0
rubiácea;São Paulo;0
cruzaltense;Rio Grande do Sul;0
rubinéia;São Paulo;0
cristal;Rio Grande do Sul;0
sabino;São Paulo;0
sagres;São Paulo;0
sales;São Paulo;0
coxilha;Rio Grande do Sul;0
cotiporã;Rio Grande do Sul;0
coronel pilar;Rio Grande do Sul;0
coronel bicaco;Rio Grande do Sul;0
coronel barros;Rio Grande do Sul;0
coqueiros do sul;Rio Grande do Sul;0
coqueiro baixo;Rio Grande do Sul;0
sandovalina;São Paulo;0
colorado;Rio Grande do Sul;0
ciríaco;Rio Grande do Sul;0
santa albertina;São Paulo;0
chuvisca;Rio Grande do Sul;0
chiapetta;Rio Grande do Sul;0
charrua;Rio Grande do Sul;0
santa clara d'oeste;São Paulo;0
santa cruz da esperança;São Paulo;0
cerrito;Rio Grande do Sul;0
centenário;Rio Grande do Sul;0
pedrinhas paulista;São Paulo;0
pedregulho;São Paulo;0
pedranópolis;São Paulo;0
nova boa vista;Rio Grande do Sul;0
paim filho;Rio Grande do Sul;0
novo xingu;Rio Grande do Sul;0
novo machado;Rio Grande do Sul;0
iacri;São Paulo;0
novo cabrais;Rio Grande do Sul;0
iaras;São Paulo;0
nova roma do sul;Rio Grande do Sul;0
nova ramada;Rio Grande do Sul;0
icém;São Paulo;0
iepê;São Paulo;0
iguape;São Paulo;0
nova pádua;Rio Grande do Sul;0
nova esperança do sul;Rio Grande do Sul;0
indiaporã;São Paulo;0
nova alvorada;Rio Grande do Sul;0
paulo de faria;São Paulo;0
iporanga;São Paulo;0
nicolau vergueiro;Rio Grande do Sul;0
muliterno;Rio Grande do Sul;0
muitos capões;Rio Grande do Sul;0
mostardas;Rio Grande do Sul;0
itaberá;São Paulo;0
morro redondo;Rio Grande do Sul;0
morrinhos do sul;Rio Grande do Sul;0
itaí;São Paulo;0
mormaço;Rio Grande do Sul;0
itaju;São Paulo;0
monte alegre dos campos;Rio Grande do Sul;0
itaóca;São Paulo;0
montauri;Rio Grande do Sul;0
herculândia;São Paulo;0
guzolândia;São Paulo;0
guatapará;São Paulo;0
guarantã;São Paulo;0
progresso;Rio Grande do Sul;0
pouso novo;Rio Grande do Sul;0
gabriel monteiro;São Paulo;0
porto vera cruz;Rio Grande do Sul;0
porto mauá;Rio Grande do Sul;0
porto lucena;Rio Grande do Sul;0
gália;São Paulo;0
ponte preta;Rio Grande do Sul;0
pontão;Rio Grande do Sul;0
gastão vidigal;São Paulo;0
gavião peixoto;São Paulo;0
piratini;Rio Grande do Sul;0
pirapó;Rio Grande do Sul;0
pinheiro machado;Rio Grande do Sul;0
getulina;São Paulo;0
pinhal grande;Rio Grande do Sul;0
pinhal da serra;Rio Grande do Sul;0
glicério;São Paulo;0
pejuçara;Rio Grande do Sul;0
guaimbê;São Paulo;0
pedro osório;Rio Grande do Sul;0
pedras altas;Rio Grande do Sul;0
paulo bento;Rio Grande do Sul;0
passo do sobrado;Rio Grande do Sul;0
passa sete;Rio Grande do Sul;0
guaraçaí;São Paulo;0
guaraci;São Paulo;0
paraíso do sul;Rio Grande do Sul;0
guarani d'oeste;São Paulo;0
minas do leão;Rio Grande do Sul;0
itapirapuã paulista;São Paulo;0
maximiliano de almeida;Rio Grande do Sul;0
lavras do sul;Rio Grande do Sul;0
mirante do paranapanema;São Paulo;0
mombuca;São Paulo;0
monções;São Paulo;0
monte castelo;São Paulo;0
morro agudo;São Paulo;0
motuca;São Paulo;0
murutinga do sul;São Paulo;0
nantes;São Paulo;0
narandiba;São Paulo;0
natividade da serra;São Paulo;0
lagoão;Rio Grande do Sul;0
nova campina;São Paulo;0
nova canaã paulista;São Paulo;0
nova castilho;São Paulo;0
nova independência;São Paulo;0
ocauçu;São Paulo;0
óleo;São Paulo;0
orindiúva;São Paulo;0
oscar bressane;São Paulo;0
lagoa dos três cantos;Rio Grande do Sul;0
lagoa bonita do sul;Rio Grande do Sul;0
palestina;São Paulo;0
jóia;Rio Grande do Sul;0
jari;Rio Grande do Sul;0
jaquirana;Rio Grande do Sul;0
parisi;São Paulo;0
patrocínio paulista;São Paulo;0
paulicéia;São Paulo;0
paulistânia;São Paulo;0
mira estrela;São Paulo;0
mesópolis;São Paulo;0
itapura;São Paulo;0
meridiano;São Paulo;0
mato queimado;Rio Grande do Sul;0
mato castelhano;Rio Grande do Sul;0
jaborandi;São Paulo;0
mata;Rio Grande do Sul;0
jeriquara;São Paulo;0
joão ramalho;São Paulo;0
mariano moro;Rio Grande do Sul;0
juquiá;São Paulo;0
mariana pimentel;Rio Grande do Sul;0
lavínia;São Paulo;0
lourdes;São Paulo;0
lucianópolis;São Paulo;0
luís antônio;São Paulo;0
maquiné;Rio Grande do Sul;0
lutécia;São Paulo;0
manoel viana;Rio Grande do Sul;0
mampituba;Rio Grande do Sul;0
machadinho;Rio Grande do Sul;0
macedônia;São Paulo;0
magda;São Paulo;0
marabá paulista;São Paulo;0
maracaí;São Paulo;0
maçambará;Rio Grande do Sul;0
marapoama;São Paulo;0
mariápolis;São Paulo;0
linha nova;Rio Grande do Sul;0
martinópolis;São Paulo;0
liberato salzano;Rio Grande do Sul;0
mendonça;São Paulo;0
acrelândia;Acre;0
taperoá;Paraíba;0
cardoso moreira;Rio de Janeiro;0
humberto de campos;Maranhão;0
fortaleza dos nogueiras;Maranhão;0
fortuna;Maranhão;0
godofredo viana;Maranhão;0
gonçalves dias;Maranhão;0
governador archer;Maranhão;0
governador eugênio barros;Maranhão;0
governador luiz rocha;Maranhão;0
governador newton bello;Maranhão;0
governador nunes freire;Maranhão;0
graça aranha;Maranhão;0
grajaú;Maranhão;0
guimarães;Maranhão;0
icatu;Maranhão;0
fernando falcão;Maranhão;0
itaipava do grajaú;Maranhão;0
itinga do maranhão;Maranhão;0
jatobá;Maranhão;0
jenipapo dos vieiras;Maranhão;0
joão lisboa;Maranhão;0
joselândia;Maranhão;0
junco do maranhão;Maranhão;0
lago verde;Maranhão;0
lagoa do mato;Maranhão;0
lagoa grande do maranhão;Maranhão;0
lajeado novo;Maranhão;0
loreto;Maranhão;0
formosa da serra negra;Maranhão;0
feira nova do maranhão;Maranhão;0
marajá do sena;Maranhão;0
cachoeira grande;Maranhão;0
barreirinhas;Maranhão;0
belágua;Maranhão;0
benedito leite;Maranhão;0
bequimão;Maranhão;0
bernardo do mearim;Maranhão;0
boa vista do gurupi;Maranhão;0
bom jardim;Maranhão;0
bom jesus das selvas;Maranhão;0
brejo de areia;Maranhão;0
buriti;Maranhão;0
buriti bravo;Maranhão;0
buritirana;Maranhão;0
cajapió;Maranhão;0
estreito;Maranhão;0
campestre do maranhão;Maranhão;0
cândido mendes;Maranhão;0
capinzal do norte;Maranhão;0
carolina;Maranhão;0
carutapera;Maranhão;0
central do maranhão;Maranhão;0
centro do guilherme;Maranhão;0
centro novo do maranhão;Maranhão;0
chapadinha;Maranhão;0
cidelândia;Maranhão;0
colinas;Maranhão;0
conceição do lago-açu;Maranhão;0
luís domingues;Maranhão;0
maranhãozinho;Maranhão;0
timbiras;Maranhão;0
são joão do soter;Maranhão;0
santa luzia do paruá;Maranhão;0
santa quitéria do maranhão;Maranhão;0
santana do maranhão;Maranhão;0
santo amaro do maranhão;Maranhão;0
santo antônio dos lopes;Maranhão;0
são benedito do rio preto;Maranhão;0
são domingos do azeitão;Maranhão;0
são félix de balsas;Maranhão;0
são francisco do brejão;Maranhão;0
são francisco do maranhão;Maranhão;0
são joão do carú;Maranhão;0
são joão do paraíso;Maranhão;0
são joão dos patos;Maranhão;0
santa helena;Maranhão;0
são josé dos basílios;Maranhão;0
são luís gonzaga do maranhão;Maranhão;0
são pedro da água branca;Maranhão;0
são pedro dos crentes;Maranhão;0
são raimundo das mangabeiras;Maranhão;0
são raimundo do doca bezerra;Maranhão;0
senador alexandre costa;Maranhão;0
senador la rocque;Maranhão;0
serrano do maranhão;Maranhão;0
sítio novo;Maranhão;0
sucupira do norte;Maranhão;0
sucupira do riachão;Maranhão;0
santa luzia;Maranhão;0
santa filomena do maranhão;Maranhão;0
matões;Maranhão;0
passagem franca;Maranhão;0
matões do norte;Maranhão;0
milagres do maranhão;Maranhão;0
mirador;Maranhão;0
mirinzal;Maranhão;0
monção;Maranhão;0
montes altos;Maranhão;0
morros;Maranhão;0
nina rodrigues;Maranhão;0
nova colinas;Maranhão;0
nova iorque;Maranhão;0
nova olinda do maranhão;Maranhão;0
parnarama;Maranhão;0
pastos bons;Maranhão;0
sambaíba;Maranhão;0
paulino neves;Maranhão;0
paulo ramos;Maranhão;0
pedro do rosário;Maranhão;0
pirapemas;Maranhão;0
poção de pedras;Maranhão;0
porto franco;Maranhão;0
presidente médici;Maranhão;0
presidente sarney;Maranhão;0
presidente vargas;Maranhão;0
primeira cruz;Maranhão;0
riachão;Maranhão;0
ribamar fiquene;Maranhão;0
barra do corda;Maranhão;0
barão de grajaú;Maranhão;0
bacurituba;Maranhão;0
nova iguaçu de goiás;Goiás;0
montividiu;Goiás;0
montividiu do norte;Goiás;0
morro agudo de goiás;Goiás;0
mossâmedes;Goiás;0
mozarlândia;Goiás;0
mundo novo;Goiás;0
mutunópolis;Goiás;0
niquelândia;Goiás;0
nova américa;Goiás;0
nova aurora;Goiás;0
nova crixás;Goiás;0
nova glória;Goiás;0
nova roma;Goiás;0
monte alegre de goiás;Goiás;0
novo brasil;Goiás;0
novo planalto;Goiás;0
orizona;Goiás;0
ouro verde de goiás;Goiás;0
ouvidor;Goiás;0
padre bernardo;Goiás;0
palestina de goiás;Goiás;0
palmeiras de goiás;Goiás;0
palminópolis;Goiás;0
panamá;Goiás;0
paranaiguara;Goiás;0
paraúna;Goiás;0
montes claros de goiás;Goiás;0
moiporá;Goiás;0
bacuri;Maranhão;0
itauçu;Goiás;0
inaciolândia;Goiás;0
indiara;Goiás;0
ipameri;Goiás;0
ipiranga de goiás;Goiás;0
israelândia;Goiás;0
itaberaí;Goiás;0
itaguaru;Goiás;0
itajá;Goiás;0
itapaci;Goiás;0
itapirapuã;Goiás;0
itapuranga;Goiás;0
itarumã;Goiás;0
ivolândia;Goiás;0
minaçu;Goiás;0
jandaia;Goiás;0
jaraguá;Goiás;0
jaupaci;Goiás;0
jesúpolis;Goiás;0
joviânia;Goiás;0
leopoldo de bulhões;Goiás;0
mairipotaba;Goiás;0
mambaí;Goiás;0
mara rosa;Goiás;0
marzagão;Goiás;0
matrinchã;Goiás;0
mimoso de goiás;Goiás;0
perolândia;Goiás;0
petrolina de goiás;Goiás;0
pilar de goiás;Goiás;0
afonso cunha;Maranhão;0
três ranchos;Goiás;0
trombas;Goiás;0
turvânia;Goiás;0
turvelândia;Goiás;0
uirapuru;Goiás;0
urutaí;Goiás;0
varjão;Goiás;0
vianópolis;Goiás;0
vicentinópolis;Goiás;0
vila boa;Goiás;0
vila propício;Goiás;0
açailândia;Maranhão;0
alcântara;Maranhão;0
piracanjuba;Goiás;0
aldeias altas;Maranhão;0
altamira do maranhão;Maranhão;0
alto alegre do pindaré;Maranhão;0
alto parnaíba;Maranhão;0
amapá do maranhão;Maranhão;0
amarante do maranhão;Maranhão;0
anajatuba;Maranhão;0
anapurus;Maranhão;0
araguanã;Maranhão;0
araioses;Maranhão;0
arame;Maranhão;0
bacabeira;Maranhão;0
teresina de goiás;Goiás;0
taquaral de goiás;Goiás;0
sítio d'abadia;Goiás;0
simolândia;Goiás;0
piranhas;Goiás;0
porangatu;Goiás;0
porteirão;Goiás;0
professor jamil;Goiás;0
rubiataba;Goiás;0
sanclerlândia;Goiás;0
santa cruz de goiás;Goiás;0
santa fé de goiás;Goiás;0
santa isabel;Goiás;0
santa rita do araguaia;Goiás;0
santa rita do novo destino;Goiás;0
santa rosa de goiás;Goiás;0
santa tereza de goiás;Goiás;0
santa terezinha de goiás;Goiás;0
santo antônio da barra;Goiás;0
são domingos;Goiás;0
são francisco de goiás;Goiás;0
são joão da paraúna;Goiás;0
são joão d'aliança;Goiás;0
são luíz do norte;Goiás;0
são miguel do araguaia;Goiás;0
são miguel do passa quatro;Goiás;0
são patrício;Goiás;0
serranópolis;Goiás;0
silvânia;Goiás;0
tasso fragoso;Maranhão;0
tufilândia;Maranhão;0
wall ferraz;Piauí;0
rio verde de mato grosso;Mato Grosso do Sul;0
juti;Mato Grosso do Sul;0
laguna carapã;Mato Grosso do Sul;0
miranda;Mato Grosso do Sul;0
nioaque;Mato Grosso do Sul;0
nova alvorada do sul;Mato Grosso do Sul;0
novo horizonte do sul;Mato Grosso do Sul;0
paranhos;Mato Grosso do Sul;0
pedro gomes;Mato Grosso do Sul;0
ponta porã;Mato Grosso do Sul;0
porto murtinho;Mato Grosso do Sul;0
ribas do rio pardo;Mato Grosso do Sul;0
rio negro;Mato Grosso do Sul;0
rochedo;Mato Grosso do Sul;0
jaraguari;Mato Grosso do Sul;0
santa rita do pardo;Mato Grosso do Sul;0
selvíria;Mato Grosso do Sul;0
sete quedas;Mato Grosso do Sul;0
sidrolândia;Mato Grosso do Sul;0
sonora;Mato Grosso do Sul;0
tacuru;Mato Grosso do Sul;0
taquarussu;Mato Grosso do Sul;0
terenos;Mato Grosso do Sul;0
vicentina;Mato Grosso do Sul;0
abadia dos dourados;Minas Gerais;0
abaeté;Minas Gerais;0
açucena;Minas Gerais;0
jateí;Mato Grosso do Sul;0
japorã;Mato Grosso do Sul;0
água comprida;Minas Gerais;0
caarapó;Mato Grosso do Sul;0
anaurilândia;Mato Grosso do Sul;0
angélica;Mato Grosso do Sul;0
antônio joão;Mato Grosso do Sul;0
aparecida do taboado;Mato Grosso do Sul;0
aquidauana;Mato Grosso do Sul;0
aral moreira;Mato Grosso do Sul;0
bandeirantes;Mato Grosso do Sul;0
bataguassu;Mato Grosso do Sul;0
batayporã;Mato Grosso do Sul;0
bela vista;Mato Grosso do Sul;0
bodoquena;Mato Grosso do Sul;0
brasilândia;Mato Grosso do Sul;0
caracol;Mato Grosso do Sul;0
itaquiraí;Mato Grosso do Sul;0
corguinho;Mato Grosso do Sul;0
coronel sapucaia;Mato Grosso do Sul;0
corumbá;Mato Grosso do Sul;0
dois irmãos do buriti;Mato Grosso do Sul;0
douradina;Mato Grosso do Sul;0
eldorado;Mato Grosso do Sul;0
figueirão;Mato Grosso do Sul;0
glória de dourados;Mato Grosso do Sul;0
guia lopes da laguna;Mato Grosso do Sul;0
iguatemi;Mato Grosso do Sul;0
inocência;Mato Grosso do Sul;0
itaporã;Mato Grosso do Sul;0
água boa;Minas Gerais;0
aguanil;Minas Gerais;0
tuntum;Maranhão;0
brasilândia de minas;Minas Gerais;0
bias fortes;Minas Gerais;0
biquinhas;Minas Gerais;0
bocaina de minas;Minas Gerais;0
bocaiúva;Minas Gerais;0
bom jardim de minas;Minas Gerais;0
bom jesus da penha;Minas Gerais;0
bom sucesso;Minas Gerais;0
bonfim;Minas Gerais;0
bonfinópolis de minas;Minas Gerais;0
bonito de minas;Minas Gerais;0
botumirim;Minas Gerais;0
brás pires;Minas Gerais;0
brasília de minas;Minas Gerais;0
berizal;Minas Gerais;0
braúnas;Minas Gerais;0
buenópolis;Minas Gerais;0
bugre;Minas Gerais;0
buritis;Minas Gerais;0
buritizeiro;Minas Gerais;0
cabeceira grande;Minas Gerais;0
cachoeira de pajeú;Minas Gerais;0
cachoeira dourada;Minas Gerais;0
caldas;Minas Gerais;0
camacho;Minas Gerais;0
campanário;Minas Gerais;0
campina verde;Minas Gerais;0
bertópolis;Minas Gerais;0
berilo;Minas Gerais;0
águas formosas;Minas Gerais;0
antônio prado de minas;Minas Gerais;0
águas vermelhas;Minas Gerais;0
aimorés;Minas Gerais;0
aiuruoca;Minas Gerais;0
alagoa;Minas Gerais;0
almenara;Minas Gerais;0
alto rio doce;Minas Gerais;0
alvarenga;Minas Gerais;0
alvinópolis;Minas Gerais;0
alvorada de minas;Minas Gerais;0
andrelândia;Minas Gerais;0
antônio carlos;Minas Gerais;0
antônio dias;Minas Gerais;0
araçaí;Minas Gerais;0
belo vale;Minas Gerais;0
aracitaba;Minas Gerais;0
araçuaí;Minas Gerais;0
arapuá;Minas Gerais;0
argirita;Minas Gerais;0
aricanduva;Minas Gerais;0
arinos;Minas Gerais;0
ataléia;Minas Gerais;0
augusto de lima;Minas Gerais;0
baldim;Minas Gerais;0
bandeira;Minas Gerais;0
barra longa;Minas Gerais;0
belmiro braga;Minas Gerais;0
anastácio;Mato Grosso do Sul;0
amambai;Mato Grosso do Sul;0
alcinópolis;Mato Grosso do Sul;0
ipiranga do norte;Mato Grosso;0
cotriguaçu;Mato Grosso;0
curvelândia;Mato Grosso;0
denise;Mato Grosso;0
dom aquino;Mato Grosso;0
feliz natal;Mato Grosso;0
figueirópolis d'oeste;Mato Grosso;0
gaúcha do norte;Mato Grosso;0
general carneiro;Mato Grosso;0
glória d'oeste;Mato Grosso;0
guarantã do norte;Mato Grosso;0
guiratinga;Mato Grosso;0
indiavaí;Mato Grosso;0
itanhangá;Mato Grosso;0
confresa;Mato Grosso;0
itaúba;Mato Grosso;0
itiquira;Mato Grosso;0
